PUF_ID,sample,fed_poverty,fwb_score,fwb1_handle_expense,fwb2_secure_future,fwb3_things_i_want,fwb4_enjoy_life,fwb5_just_getting_by,fwb6_worried_savings,fwb2_1_gift_strain,fwb2_2_money_left,fwb2_3_behind_finances,fwb2_4_control_life,fin_skill_score,housing_own_rent,house_cost_range,savings_range,have_account,have_health_ins,have_retire_acct,have_pension,payday_loan,pawn_car_title_loan,check_cashing,disrespect_fin_services,hardship_food_worried,hardship_food_ran_out,hardship_housing,hardship_healthcare,hardship_medicine,hardship_utilities,rejected_credit,could_access_2000,shock_lost_job,shock_foreclosure,health,age_category,generation,education,ethnicity,gender,household_size,household_income,marital_status,MSA_status,final_weight
8387,Age 62+ oversample,200%+ FPL,95,Completely,Completely,Not at all,Completely,Not at all,Not at all,Never,Always,Never,Never,70,I rent,"$2,000 or more","$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,1,"$60,000 to $74,999",Widowed,Metro,0.436351468
8807,General population,200%+ FPL,55,Very well,Very well,Very little,Very well,Somewhat,Somewhat,Rarely,Often,Rarely,Often,52,I rent,"$1,000-1,499","$5,000-19,999",Yes,No,No,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,18-24,Millennial,Graduate/professional degree,"White, Non-Hispanic",Male,5+,"$100,000 to $149,999",Never married,Metro,0.562736634
13361,General population,200%+ FPL,41,Somewhat,Not at all,Very little,Not at all,Completely,Completely,Sometimes,Rarely,Sometimes,Often,41,I own my home,"$1,000-1,499",$100-999,No,Yes,Yes,No,No,No,No,Refused,Never,Sometimes,Never,Never,Never,Never,Yes,"I could probably come up with $2,000",No,No,Good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,4,"$50,000 to $59,999",Divorced/Separated,Non-Metro,0.849184786
14289,General population,200%+ FPL,41,Not at all,Somewhat,Very well,Very little,Very little,Very well,Always,Rarely,Never,Often,47,I do not currently own or rent,Less than $300,$1-99,Yes,No,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,18-24,Millennial,High school degree/GED,"Black, Non-Hispanic",Male,4,"$50,000 to $59,999",Never married,Metro,3.382310932
9762,General population,200%+ FPL,83,Very well,Completely,Not at all,Very well,Not at all,Very little,Never,Always,Never,Never,63,I own my home,Prefer not to say,Prefer not to say,Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,75+,Pre-Boomer,Bachelors degree,"White, Non-Hispanic",Female,1,"$150,000 or more",Divorced/Separated,Metro,0.739390977
8388,General population,200%+ FPL,47,Very little,Very little,Somewhat,Somewhat,Somewhat,Very well,Sometimes,Sometimes,Sometimes,Sometimes,39,I do not currently own or rent,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,25-34,Millennial,Graduate/professional degree,"White, Non-Hispanic",Female,4,"$100,000 to $149,999",Never married,Metro,0.789444717
14266,General population,200%+ FPL,62,Very well,Very well,Very little,Somewhat,Very little,Somewhat,Never,Often,Rarely,Rarely,49,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,35-44,Gen X,Graduate/professional degree,"White, Non-Hispanic",Male,3,"$100,000 to $149,999",Divorced/Separated,Metro,0.461550945
14247,Age 62+ oversample,100%-199% FPL,50,Somewhat,Somewhat,Very well,Very well,Somewhat,Somewhat,Sometimes,Often,Sometimes,Sometimes,41,I rent,$300-499,$1-99,Yes,Yes,No,No,No,No,Yes,Rarely,Never,Never,Never,Sometimes,Never,Never,No,"I could probably not come up with $2,000",No,No,Poor,70-74,Pre-Boomer,Less than high school,"White, Non-Hispanic",Female,2,"$20,000 to $29,999",Married,Metro,1.208728353
11416,General population,200%+ FPL,37,Very little,Very little,Somewhat,Very little,Completely,Completely,Often,Rarely,Sometimes,Often,41,I do not currently own or rent,$750-999,$100-999,Yes,Yes,No,No,No,No,No,Rarely,Often,Sometimes,Never,Sometimes,Never,Never,Yes,"I am certain I could not come up with $2,000",No,No,Very good,35-44,Gen X,High school degree/GED,"White, Non-Hispanic",Male,5+,"$60,000 to $74,999",Married,Metro,1.315419184
10817,General population,200%+ FPL,65,Very well,Somewhat,Very little,Somewhat,Not at all,Somewhat,Never,Often,Rarely,Rarely,54,I own my home,$300-499,"$20,000-74,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.604178083
9763,General population,200%+ FPL,52,Very little,Very little,Very little,Somewhat,Very well,Very well,Rarely,Sometimes,Rarely,Sometimes,48,I rent,$500-749,$100-999,Yes,Yes,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,18-24,Millennial,Bachelors degree,Hispanic,Male,2,"$60,000 to $74,999",Living with partner,Metro,0.453853885
13755,General population,<100% FPL,39,Not at all,Not at all,Completely,Not at all,Not at all,Completely,Sometimes,Never,Never,Always,55,I own my home,$500-749,0,Yes,Yes,No,No,No,No,Yes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,No,"I am certain I could not come up with $2,000",No,No,Fair,45-54,Gen X,High school degree/GED,"White, Non-Hispanic",Female,5+,"$20,000 to $29,999",Married,Metro,0.727067186
13499,Age 62+ oversample,200%+ FPL,60,Somewhat,Very well,Very little,Very well,Very well,Very little,Rarely,Often,Rarely,Rarely,52,I own my home,$750-999,"$1,000-4,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,1,"$50,000 to $59,999",Widowed,Metro,0.646088093
8046,General population,200%+ FPL,39,Somewhat,Very little,Completely,Very little,Somewhat,Very well,Sometimes,Rarely,Often,Often,42,I own my home,$750-999,$100-999,Yes,Yes,Yes,No,No,No,No,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,"I could probably come up with $2,000",No,No,Good,18-24,Millennial,Bachelors degree,"White, Non-Hispanic",Female,2,"$30,000 to $39,999",Living with partner,Metro,0.631413622
10616,General population,200%+ FPL,75,Completely,Very well,Not at all,Completely,Not at all,Not at all,Rarely,Always,Never,Rarely,82,I own my home,Less than $300,"$75,000 or more",Yes,No,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Male,2,"$40,000 to $49,999",Married,Metro,0.974152532
11659,General population,200%+ FPL,54,Very well,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Rarely,Often,Rarely,Sometimes,57,I own my home,Less than $300,"$5,000-19,999",Yes,No,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,1,"$60,000 to $74,999",Married,Metro,1.137916562
11754,General population,200%+ FPL,52,Somewhat,Completely,Somewhat,Somewhat,Very well,Somewhat,Sometimes,Often,Never,Sometimes,50,I do not currently own or rent,I dont know,I dont know,Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,I dont know,No,No,Good,18-24,Millennial,Some college/Associate,Hispanic,Male,3,"$150,000 or more",Never married,Metro,1.823967276
14016,General population,200%+ FPL,47,Very well,Somewhat,Very well,Very well,Somewhat,Somewhat,Sometimes,Often,Often,Sometimes,52,I own my home,Less than $300,Prefer not to say,Yes,No,No,No,No,No,Yes,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,25-34,Millennial,Less than high school,Hispanic,Female,2,"$100,000 to $149,999",Married,Non-Metro,3.160635056
14222,General population,<100% FPL,43,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Always,Rarely,Rarely,Often,41,I rent,$750-999,$1-99,Yes,No,No,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Fair,35-44,Gen X,High school degree/GED,"White, Non-Hispanic",Female,5+,"Less than $20,000",Divorced/Separated,Metro,0.850763777
13601,General population,<100% FPL,39,Very little,Very little,Very well,Somewhat,Completely,Somewhat,Often,Never,Rarely,Often,56,I rent,Less than $300,$1-99,Yes,No,No,No,No,No,No,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,No,"I am certain I could not come up with $2,000",No,No,Very good,45-54,Boomer,Less than high school,"White, Non-Hispanic",Female,4,"Less than $20,000",Widowed,Metro,1.005354252
9272,Age 62+ oversample,200%+ FPL,71,Completely,Completely,Very little,Completely,Very little,Very little,Never,Always,Never,Sometimes,51,I own my home,"$1,000-1,499","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.455862315
12650,General population,200%+ FPL,63,Somewhat,Very well,Not at all,Somewhat,Not at all,Somewhat,Rarely,Often,Rarely,Sometimes,48,I own my home,Less than $300,Prefer not to say,Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,70-74,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.428443647
13440,General population,200%+ FPL,49,Very well,Very well,Somewhat,Somewhat,Somewhat,Somewhat,Often,Often,Rarely,Sometimes,46,I own my home,"$1,500-1,999","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,25-34,Millennial,Graduate/professional degree,"White, Non-Hispanic",Male,4,"$100,000 to $149,999",Married,Metro,0.563158231
12045,General population,200%+ FPL,75,Completely,Completely,Not at all,Completely,Very little,Very little,Never,Always,Never,Sometimes,51,I own my home,$750-999,"$75,000 or more",Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,70-74,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Metro,0.566098111
8047,General population,200%+ FPL,22,Not at all,Very little,Completely,Very little,Completely,Completely,Always,Never,Always,Often,30,I do not currently own or rent,Less than $300,$100-999,Yes,Yes,No,No,No,No,No,Sometimes,Sometimes,Never,Never,Never,Never,Never,No,I dont know,Yes,No,Good,18-24,Millennial,Some college/Associate,"White, Non-Hispanic",Male,3,"$100,000 to $149,999",Never married,Metro,1.313186309
11755,Age 62+ oversample,200%+ FPL,86,Completely,Very well,Not at all,Somewhat,Not at all,Not at all,Never,Always,Never,Never,60,I own my home,"$2,000 or more","$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,70-74,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,1,"$100,000 to $149,999",Widowed,Metro,0.400689568
11756,General population,200%+ FPL,57,Somewhat,Very little,Very little,Very little,Somewhat,Very little,Never,Sometimes,Rarely,Often,45,I own my home,"$2,000 or more","$20,000-74,999",Yes,No,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,55-61,Boomer,Bachelors degree,"Black, Non-Hispanic",Male,2,"$75,000 to $99,999",Married,Metro,0.456310134
14236,General population,<100% FPL,56,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Rarely,Rarely,Never,Rarely,50,I rent,Prefer not to say,Prefer not to say,Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,18-24,Millennial,Bachelors degree,"Black, Non-Hispanic",Male,2,"Less than $20,000",Never married,Metro,0.494991647
10229,General population,200%+ FPL,63,Somewhat,Very well,Very little,Very well,Not at all,Somewhat,Rarely,Often,Never,Rarely,56,I own my home,$500-749,"$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,45-54,Gen X,Bachelors degree,"White, Non-Hispanic",Male,1,"$50,000 to $59,999",Never married,Metro,0.625426898
10230,Age 62+ oversample,200%+ FPL,43,Not at all,Very little,Somewhat,Very little,Somewhat,Very well,Always,Rarely,Sometimes,Sometimes,37,I own my home,"$1,000-1,499",$1-99,Yes,No,No,Yes,No,No,Yes,Never,Sometimes,Never,Never,Never,Never,Never,Yes,"I could probably not come up with $2,000",No,No,Good,62-69,Boomer,Less than high school,"White, Non-Hispanic",Female,2,"$40,000 to $49,999",Married,Metro,0.853798892
9273,Age 62+ oversample,200%+ FPL,78,Completely,Completely,Not at all,Completely,Not at all,Not at all,Rarely,Always,Never,Rarely,67,I own my home,Less than $300,Prefer not to say,Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,62-69,Boomer,Graduate/professional degree,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Non-Metro,0.538381277
12324,General population,200%+ FPL,37,Very little,Somewhat,Very well,Very little,Very well,Completely,Sometimes,Rarely,Often,Always,47,I rent,"$1,000-1,499","$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,Yes,"I could probably come up with $2,000",No,No,Good,35-44,Gen X,Bachelors degree,"White, Non-Hispanic",Male,2,"$60,000 to $74,999",Divorced/Separated,Metro,0.729562937
12924,Age 62+ oversample,200%+ FPL,60,Somewhat,Somewhat,Very little,Very well,Very little,Not at all,Sometimes,Often,Rarely,Rarely,57,I own my home,Less than $300,$100-999,Yes,Yes,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,75+,Pre-Boomer,Graduate/professional degree,Hispanic,Male,2,"$30,000 to $39,999",Married,Metro,0.27886057
9531,General population,200%+ FPL,58,Somewhat,Very well,Somewhat,Very well,Very little,Very little,Rarely,Sometimes,Rarely,Sometimes,54,I own my home,"$1,500-1,999","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,70-74,Pre-Boomer,Graduate/professional degree,"Other, Non-Hispanic",Male,4,"$100,000 to $149,999",Married,Metro,0.450493754
10425,General population,200%+ FPL,61,Somewhat,Very well,Very little,Very well,Completely,Not at all,Rarely,Often,Never,Sometimes,65,I do not currently own or rent,$300-499,$100-999,Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$60,000 to $74,999",Divorced/Separated,Metro,0.467732195
13624,General population,100%-199% FPL,41,Very little,Very little,Very well,Somewhat,Very well,Completely,Rarely,Sometimes,Often,Often,56,I rent,"$1,000-1,499",$100-999,Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could not come up with $2,000",No,No,Good,25-34,Millennial,High school degree/GED,Hispanic,Female,4,"$40,000 to $49,999",Living with partner,Metro,0.876348057
14265,General population,200%+ FPL,80,Completely,Very well,Not at all,Very well,Not at all,Not at all,Never,Often,Never,Never,10,I own my home,Less than $300,"$75,000 or more",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,45-54,Gen X,Bachelors degree,"White, Non-Hispanic",Male,2,"$150,000 or more",Married,Metro,0.986328867
10819,General population,200%+ FPL,57,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Somewhat,Rarely,Sometimes,Rarely,Rarely,42,I own my home,"$2,000 or more",Prefer not to say,Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,35-44,Gen X,Some college/Associate,"White, Non-Hispanic",Male,3,"$100,000 to $149,999",Married,Metro,0.824122107
11660,General population,200%+ FPL,80,Completely,Completely,Not at all,Very well,Not at all,Very little,Never,Always,Never,Rarely,52,I own my home,$300-499,"$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Female,1,"$60,000 to $74,999",Never married,Metro,0.603291613
8580,General population,200%+ FPL,77,Completely,Very well,Not at all,Completely,Completely,Very little,Never,Always,Never,Never,53,I own my home,"$1,000-1,499","$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,75+,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Metro,0.228929776
10426,Age 62+ oversample,200%+ FPL,73,Somewhat,Very well,Not at all,Very well,Very little,Somewhat,Never,Often,Never,Never,52,I rent,"$1,000-1,499",Prefer not to say,Yes,No,No,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Some college/Associate,"Black, Non-Hispanic",Female,2,"$75,000 to $99,999",Married,Metro,0.403746314
10973,Age 62+ oversample,100%-199% FPL,49,Not at all,Very little,Somewhat,Very little,Very little,Somewhat,Sometimes,Rarely,Sometimes,Sometimes,40,I own my home,"$1,500-1,999",Prefer not to say,No,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,I dont know,No,No,Fair,75+,Pre-Boomer,High school degree/GED,"Other, Non-Hispanic",Male,2,"$20,000 to $29,999",Married,Non-Metro,1.220077856
12443,General population,100%-199% FPL,58,Somewhat,Somewhat,Very well,Very little,Somewhat,Somewhat,Rarely,Often,Never,Never,26,I rent,"$1,000-1,499","$1,000-4,999",Yes,No,No,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,35-44,Gen X,Less than high school,Hispanic,Male,5+,"$30,000 to $39,999",Married,Metro,2.66076176
11417,General population,200%+ FPL,72,Completely,Very well,Very little,Very well,Not at all,Very little,Never,Often,Never,Never,59,I own my home,"$1,500-1,999","$5,000-19,999",Yes,No,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,45-54,Gen X,Bachelors degree,"White, Non-Hispanic",Female,5+,"$150,000 or more",Married,Metro,2.069455769
10231,Age 62+ oversample,<100% FPL,41,Not at all,Very little,Completely,Somewhat,Somewhat,Completely,Often,Never,Never,Sometimes,61,I rent,Less than $300,0,Yes,No,No,No,Yes,No,No,Never,Sometimes,Never,Never,Never,Never,Never,Yes,"I am certain I could not come up with $2,000",No,No,Fair,70-74,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,1,"Less than $20,000",Widowed,Metro,0.875557106
13102,General population,200%+ FPL,55,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Always,Always,Rarely,Rarely,41,I own my home,"$1,500-1,999","$5,000-19,999",Yes,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",Yes,No,Good,25-34,Millennial,Bachelors degree,Hispanic,Female,2,"$60,000 to $74,999",Married,Metro,1.35486825
7773,General population,200%+ FPL,44,Somewhat,Very little,Somewhat,Somewhat,Very well,Very well,Often,Rarely,Rarely,Sometimes,58,I own my home,"$1,500-1,999",$1-99,Yes,Yes,Yes,Yes,No,No,No,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Never,No,"I could probably come up with $2,000",Yes,No,Good,25-34,Millennial,Bachelors degree,"White, Non-Hispanic",Female,2,"$150,000 or more",Married,Metro,1.766046524
8808,General population,200%+ FPL,77,Completely,Very well,Not at all,Very well,Not at all,Very well,Never,Often,Never,Never,58,I own my home,Prefer not to say,Prefer not to say,Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,62-69,Boomer,High school degree/GED,"White, Non-Hispanic",Male,2,"$30,000 to $39,999",Married,Metro,0.974152532
9532,General population,200%+ FPL,50,Somewhat,Somewhat,Somewhat,Somewhat,Very little,Somewhat,Sometimes,Often,Sometimes,Sometimes,39,I rent,"$1,000-1,499","$1,000-4,999",Yes,Yes,No,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,25-34,Millennial,High school degree/GED,"Other, Non-Hispanic",Male,2,"$50,000 to $59,999",Never married,Metro,3.173692643
13387,General population,200%+ FPL,50,Somewhat,Somewhat,Very little,Somewhat,Somewhat,Completely,Rarely,Often,Sometimes,Often,43,I own my home,$750-999,"$1,000-4,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,35-44,Gen X,Bachelors degree,"White, Non-Hispanic",Male,1,"$60,000 to $74,999",Never married,Metro,0.729562937
8389,General population,200%+ FPL,63,Very well,Very well,Very little,Very well,Very little,Very little,Rarely,Often,Rarely,Rarely,44,I own my home,Prefer not to say,Prefer not to say,Yes,Yes,No,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I could probably come up with $2,000",No,No,Very good,62-69,Boomer,Some college/Associate,"White, Non-Hispanic",Female,2,"$150,000 or more",Married,Metro,0.700309459
12377,General population,200%+ FPL,57,Very well,Somewhat,Very little,Very well,Not at all,Somewhat,Sometimes,Always,Rarely,Sometimes,58,I rent,"$1,500-1,999","$5,000-19,999",Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,18-24,Millennial,Some college/Associate,"White, Non-Hispanic",Female,3,"$60,000 to $74,999",Never married,Metro,1.406040288
13340,General population,200%+ FPL,51,Somewhat,Very well,Very little,Very well,Somewhat,Very well,Sometimes,Rarely,Rarely,Sometimes,41,I own my home,"$2,000 or more","$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Very good,25-34,Millennial,Graduate/professional degree,"White, Non-Hispanic",Male,4,"$100,000 to $149,999",Married,Metro,0.482695116
10617,Age 62+ oversample,200%+ FPL,30,Not at all,Somewhat,Completely,Very well,Completely,Somewhat,Always,Sometimes,Always,Always,58,I rent,"$1,000-1,499",$100-999,Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Sometimes,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Very good,75+,Pre-Boomer,Some college/Associate,"Other, Non-Hispanic",Female,1,"$30,000 to $39,999",Widowed,Metro,1.103191463
8193,General population,200%+ FPL,66,Very well,Very well,Very little,Very well,Very little,Somewhat,Never,Always,Never,Rarely,46,I own my home,"$1,000-1,499","$20,000-74,999",Yes,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Excellent,25-34,Millennial,Graduate/professional degree,"White, Non-Hispanic",Male,2,"$100,000 to $149,999",Married,Non-Metro,0.578867123
8581,General population,200%+ FPL,60,Very well,Completely,Very little,Very little,Somewhat,Somewhat,Never,Sometimes,Sometimes,Never,48,I own my home,"$1,500-1,999","$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Sometimes,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Fair,35-44,Gen X,Bachelors degree,"White, Non-Hispanic",Male,4,"$100,000 to $149,999",Married,Metro,0.75797743
13341,General population,<100% FPL,61,Not at all,Completely,Not at all,Somewhat,Very little,Somewhat,Sometimes,Never,Never,Never,61,I own my home,Prefer not to say,I dont know,No,Yes,No,No,No,No,No,Never,Sometimes,Sometimes,Never,Never,Never,Never,No,"I am certain I could not come up with $2,000",No,No,Good,45-54,Gen X,High school degree/GED,Hispanic,Male,1,"Less than $20,000",Never married,Metro,1.137650947
9036,General population,200%+ FPL,50,Very well,Somewhat,Somewhat,Very little,Very well,Very well,Rarely,Rarely,Rarely,Sometimes,38,I own my home,$500-749,$100-999,Yes,Yes,Yes,No,No,No,No,Rarely,Never,Never,Never,Never,Never,Never,No,"I could probably not come up with $2,000",No,No,Good,55-61,Boomer,High school degree/GED,"White, Non-Hispanic",Female,2,"$60,000 to $74,999",Married,Non-Metro,1.021322186
13264,Age 62+ oversample,200%+ FPL,73,Completely,Somewhat,Very little,Very well,Not at all,Very little,Never,Sometimes,Never,Never,55,I own my home,Less than $300,"$75,000 or more",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Female,2,"$100,000 to $149,999",Married,Metro,0.731879085
9533,Age 62+ oversample,200%+ FPL,46,Not at all,Very little,Very well,Very little,Somewhat,Very well,Sometimes,Sometimes,Rarely,Often,43,I own my home,Prefer not to say,"$5,000-19,999",No,Yes,Yes,No,No,No,No,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,No,I dont know,No,No,Fair,62-69,Boomer,Bachelors degree,"White, Non-Hispanic",Male,2,"$30,000 to $39,999",Married,Metro,0.595248831
10427,General population,200%+ FPL,63,Somewhat,Very little,Somewhat,Very well,Completely,Somewhat,Never,Often,Never,Never,52,I own my home,$750-999,"$5,000-19,999",Yes,Yes,Yes,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,70-74,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Male,2,"$60,000 to $74,999",Married,Metro,0.474631666
12046,General population,200%+ FPL,42,Somewhat,Very little,Very well,Somewhat,Very well,Very well,Often,Rarely,Rarely,Sometimes,43,I own my home,$500-749,"$20,000-74,999",Yes,Yes,Yes,Yes,No,No,No,Rarely,Never,Never,Never,Never,Sometimes,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,55-61,Boomer,Some college/Associate,"White, Non-Hispanic",Male,1,"$30,000 to $39,999",Never married,Metro,0.745419741
10618,General population,<100% FPL,68,Very well,Very well,Very little,Very well,Very well,Somewhat,Never,Often,Never,Never,56,I own my home,I dont know,"$75,000 or more",Yes,No,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Never,No,"I am certain I could come up with the full $2,000",No,No,Good,75+,Pre-Boomer,Some college/Associate,"White, Non-Hispanic",Female,1,"Less than $20,000",Widowed,Metro,1.138500721
