PUF_ID,fwb2_2_money_left,savings_range,have_account,have_health_ins,payday_loan,pawn_car_title_loan,disrespect_fin_services,hardship_food_ran_out,hardship_housing,rejected_credit,could_access_2000,health,generation,education,ethnicity,household_income,final_weight
8830,Rarely,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$150,000 or more",0.700309459
9559,Rarely,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",0.595705827
9304,Often,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.435971325
9063,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.810506382
8611,Rarely,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.528783553
10833,Sometimes,I dont know,Yes,No,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Gen X,High school degree/GED,"White, Non-Hispanic","$50,000 to $59,999",1.27015082
9064,Sometimes,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.792701233
8612,Often,Prefer not to say,Yes,No,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Excellent,Gen X,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.113428135
13479,Sometimes,Prefer not to say,Yes,No,No,No,Sometimes,Never,Never,Yes,"I could probably come up with $2,000",Good,Boomer,Graduate/professional degree,"Black, Non-Hispanic","$100,000 to $149,999",0.393068411
14264,Always,"$1,000-4,999",No,No,No,No,Rarely,Never,Never,No,"I could probably not come up with $2,000",Fair,Millennial,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",0.96643826
7343,Rarely,0,Yes,No,No,Yes,Rarely,Sometimes,Never,Yes,"I am certain I could not come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","Less than $20,000",0.620041731
9305,Sometimes,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Fair,Millennial,Some college/Associate,Hispanic,"$30,000 to $39,999",1.069029747
9065,Often,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.740365495
8613,Often,"$5,000-19,999",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Millennial,High school degree/GED,Hispanic,"$60,000 to $74,999",1.781888626
8614,Rarely,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",1.617712377
14176,Rarely,$1-99,Yes,No,No,No,Sometimes,Sometimes,Never,Yes,"I am certain I could not come up with $2,000",Very good,Millennial,Some college/Associate,Hispanic,"$60,000 to $74,999",0.775656305
13238,Sometimes,$100-999,Yes,No,No,No,Never,Never,Never,No,"I could probably not come up with $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",1.406040288
8058,Sometimes,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"Other, Non-Hispanic","$150,000 or more",1.089828529
7784,Often,Prefer not to say,Yes,No,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.766046524
10834,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.6553046
13164,Sometimes,I dont know,No,No,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Pre-Boomer,Less than high school,Hispanic,"Less than $20,000",2.578887445
14210,Always,I dont know,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.378201205
12451,Often,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",2.058788067
8831,Rarely,0,No,Yes,No,No,Never,Often,Never,No,"I am certain I could not come up with $2,000",Fair,Millennial,Less than high school,"White, Non-Hispanic","$30,000 to $39,999",1.475840028
13274,Often,0,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Some college/Associate,"White, Non-Hispanic","$40,000 to $49,999",0.768313479
11973,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,Some college/Associate,"Black, Non-Hispanic","$75,000 to $99,999",0.438632743
8421,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.944791046
10248,Rarely,$100-999,Yes,Yes,No,No,Rarely,Never,Never,Yes,"I could probably come up with $2,000",Very good,Gen X,Bachelors degree,Hispanic,"$100,000 to $149,999",1.410063343
8208,Rarely,$1-99,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",1.40479529
7209,Sometimes,$100-999,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.065917381
10019,Often,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,Some college/Associate,"Black, Non-Hispanic","$30,000 to $39,999",0.958904503
7245,Often,$1-99,No,No,No,No,Sometimes,Sometimes,Sometimes,No,"I could probably not come up with $2,000",Good,Boomer,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.740529098
8422,Sometimes,"$5,000-19,999",No,No,No,No,Sometimes,Never,Never,No,"I could probably come up with $2,000",Fair,Boomer,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",1.868516318
8059,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$50,000 to $59,999",0.583157725
13412,Rarely,Prefer not to say,Yes,Yes,No,No,Rarely,Sometimes,Never,Yes,"I could probably not come up with $2,000",Good,Millennial,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",0.96643826
8209,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.975581777
10648,Always,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Bachelors degree,"White, Non-Hispanic","$150,000 or more",0.721776283
10460,Rarely,"$20,000-74,999",No,No,No,No,Never,Never,Never,No,"I could probably not come up with $2,000",Very good,Millennial,Bachelors degree,Hispanic,"$60,000 to $74,999",0.87528973
8832,Sometimes,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Excellent,Millennial,Graduate/professional degree,"White, Non-Hispanic","$40,000 to $49,999",0.298987544
13948,Often,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.565870216
8060,Sometimes,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.447238964
11883,Rarely,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"Other, Non-Hispanic","$100,000 to $149,999",0.646619983
9560,Sometimes,0,No,Yes,No,No,Rarely,Never,Never,No,"I could probably not come up with $2,000",Good,Boomer,Some college/Associate,"Black, Non-Hispanic","$30,000 to $39,999",0.581163503
9803,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Excellent,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.700774415
11289,Never,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Pre-Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",0.566556007
10990,Sometimes,Prefer not to say,No,No,No,Yes,Sometimes,Sometimes,Never,Yes,"I could probably come up with $2,000",Excellent,Millennial,Some college/Associate,Hispanic,"$100,000 to $149,999",2.030265156
9804,Sometimes,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",1.177835001
11571,Sometimes,$100-999,Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",0.974152532
7916,Often,"$1,000-4,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.272932209
9306,Sometimes,Prefer not to say,No,No,No,No,Never,Never,Never,No,I dont know,Excellent,Millennial,Some college/Associate,Hispanic,"$30,000 to $39,999",1.14254484
10249,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Gen X,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",1.109838605
12728,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$40,000 to $49,999",0.616893145
11674,Rarely,0,No,No,No,No,Sometimes,Sometimes,Sometimes,No,"I am certain I could not come up with $2,000",Very good,Gen X,Less than high school,"White, Non-Hispanic","Less than $20,000",0.861831944
11974,Sometimes,"$20,000-74,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Some college/Associate,Hispanic,"$60,000 to $74,999",1.225959695
10649,Rarely,0,Yes,Yes,No,No,Never,Never,Never,Yes,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.486234069
9561,Sometimes,"$1,000-4,999",No,No,Yes,No,Sometimes,Sometimes,Sometimes,No,"I am certain I could come up with the full $2,000",Fair,Millennial,Some college/Associate,"Other, Non-Hispanic","$20,000 to $29,999",0.933890323
8424,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Sometimes,Never,No,"I could probably come up with $2,000",Very good,Millennial,Some college/Associate,"Black, Non-Hispanic","$40,000 to $49,999",1.184641987
11572,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.810563296
10650,Always,"$75,000 or more",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",0.404281787
9562,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,High school degree/GED,"White, Non-Hispanic","$75,000 to $99,999",1.322960521
11432,Always,"$1,000-4,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$40,000 to $49,999",0.491009309
9805,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.821070388
13303,Sometimes,"$1,000-4,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Good,Gen X,Less than high school,Hispanic,"$60,000 to $74,999",0.973909393
11884,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$30,000 to $39,999",0.692207249
12056,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$60,000 to $74,999",0.49991921
8833,Often,"$20,000-74,999",Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,Hispanic,"$75,000 to $99,999",0.816421596
10461,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,Hispanic,"$75,000 to $99,999",0.816421596
14218,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,Hispanic,"$50,000 to $59,999",0.280399437
12614,Sometimes,Prefer not to say,Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.313186309
10835,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.373204753
9066,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$75,000 to $99,999",0.46255068
8061,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Fair,Gen X,Bachelors degree,"White, Non-Hispanic","$30,000 to $39,999",0.53012298
8210,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Sometimes,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$60,000 to $74,999",0.468862697
10991,Sometimes,Prefer not to say,Yes,No,No,No,Never,Never,Never,No,I dont know,Good,Boomer,High school degree/GED,"Other, Non-Hispanic","$20,000 to $29,999",2.221705067
9307,Always,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.774006893
12881,Sometimes,Prefer not to say,No,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",1.200411099
10020,Sometimes,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Bachelors degree,"White, Non-Hispanic","$75,000 to $99,999",0.520903606
8211,Often,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.660163839
13687,Sometimes,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Sometimes,No,"I could probably come up with $2,000",Excellent,Millennial,Graduate/professional degree,"Other, Non-Hispanic","$100,000 to $149,999",0.89707935
7291,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Some college/Associate,"Other, Non-Hispanic","$150,000 or more",3.5130623
7917,Often,"$1,000-4,999",Yes,Yes,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Very good,Boomer,High school degree/GED,Hispanic,"$30,000 to $39,999",0.405929012
11675,Rarely,$1-99,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could not come up with $2,000",Fair,Boomer,Some college/Associate,"White, Non-Hispanic","$50,000 to $59,999",0.467155268
9806,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.222900856
9308,Always,"$5,000-19,999",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Some college/Associate,"White, Non-Hispanic","$150,000 or more",1.884796467
8212,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",1.555530102
8213,Rarely,Prefer not to say,No,No,No,No,Refused,Refused,Refused,Refused,I dont know,Good,Millennial,Some college/Associate,Hispanic,"$40,000 to $49,999",1.14254484
12203,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Millennial,Bachelors degree,Hispanic,"$150,000 or more",1.460624678
8425,Often,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.670269722
10651,Sometimes,"$75,000 or more",No,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,Hispanic,"$30,000 to $39,999",1.328873954
13110,Always,Prefer not to say,Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.228929776
12792,Rarely,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Gen X,Less than high school,Hispanic,"$60,000 to $74,999",2.085430443
9067,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.974702747
11676,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",2.06053394
13891,Sometimes,I dont know,Yes,No,No,No,Never,Never,Never,No,"I could probably not come up with $2,000",Fair,Boomer,Less than high school,"White, Non-Hispanic","Less than $20,000",1.200824901
9564,Sometimes,Prefer not to say,Yes,Yes,No,No,Sometimes,Sometimes,Never,No,"I am certain I could not come up with $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",1.038307211
7246,Sometimes,$1-99,No,No,No,No,Sometimes,Sometimes,Sometimes,No,"I could probably come up with $2,000",Very good,Gen X,High school degree/GED,Hispanic,"$50,000 to $59,999",1.491730507
11885,Sometimes,Prefer not to say,No,Yes,No,No,Rarely,Never,Never,No,I dont know,Good,Millennial,Less than high school,Hispanic,"$20,000 to $29,999",1.742549241
11771,Rarely,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","$40,000 to $49,999",0.751053373
7173,Sometimes,Prefer not to say,No,No,No,No,Never,Sometimes,Sometimes,No,I dont know,Good,Millennial,Less than high school,"Black, Non-Hispanic","Less than $20,000",3.07880052
12692,Rarely,"$1,000-4,999",Yes,No,No,No,Rarely,Never,Never,No,"I could probably not come up with $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$20,000 to $29,999",2.178299354
11772,Always,"$5,000-19,999",Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.658359392
11433,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Boomer,Some college/Associate,"Other, Non-Hispanic","$75,000 to $99,999",0.576625061
9068,Often,"$20,000-74,999",Yes,No,No,No,Never,Never,Never,No,"I could probably come up with $2,000",Good,Boomer,Some college/Associate,Hispanic,"$75,000 to $99,999",0.986595378
8834,Sometimes,Prefer not to say,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",1.404420733
10462,Sometimes,0,Yes,Yes,No,Yes,Never,Sometimes,Never,Yes,"I am certain I could not come up with $2,000",Fair,Gen X,Some college/Associate,"Black, Non-Hispanic","$30,000 to $39,999",0.8055257
8835,Always,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$150,000 or more",0.815617649
9309,Often,"$1,000-4,999",Yes,Yes,No,No,Sometimes,Never,Never,Yes,"I am certain I could come up with the full $2,000",Fair,Gen X,Some college/Associate,"White, Non-Hispanic","$60,000 to $74,999",0.7085774
12057,Rarely,Refused,Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Refused,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$20,000 to $29,999",0.745464253
7786,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,High school degree/GED,"White, Non-Hispanic","$100,000 to $149,999",1.137886349
10652,Always,Prefer not to say,Yes,No,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",0.726507079
8214,Always,"$20,000-74,999",Yes,Yes,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.758018141
8062,Sometimes,"$1,000-4,999",Yes,No,No,No,Sometimes,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Millennial,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.768394659
8615,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Some college/Associate,"White, Non-Hispanic","$100,000 to $149,999",1.222900856
12492,Sometimes,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$30,000 to $39,999",0.771035484
12204,Often,Prefer not to say,Yes,Yes,No,No,Never,Never,Never,Yes,"I could probably come up with $2,000",Good,Pre-Boomer,Some college/Associate,"Black, Non-Hispanic","$100,000 to $149,999",0.452369318
9566,Never,0,Yes,No,No,No,Sometimes,Often,Never,Yes,"I am certain I could not come up with $2,000",Poor,Gen X,Some college/Associate,"Other, Non-Hispanic","Less than $20,000",0.966115213
14197,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.766046524
13332,Sometimes,"$1,000-4,999",Yes,No,No,No,Rarely,Never,Never,No,"I could probably come up with $2,000",Good,Gen X,Bachelors degree,Hispanic,"$30,000 to $39,999",0.795471114
13315,Always,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",2.06053394
9069,Sometimes,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$150,000 or more",0.719250277
8836,Never,$1-99,No,No,No,No,Rarely,Often,Never,No,"I am certain I could not come up with $2,000",Fair,Gen X,Some college/Associate,"Other, Non-Hispanic","$20,000 to $29,999",1.500268024
12266,Often,"$75,000 or more",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.345001951
12058,Always,"$5,000-19,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,Some college/Associate,"White, Non-Hispanic","$30,000 to $39,999",1.048047317
8616,Always,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Millennial,Graduate/professional degree,"White, Non-Hispanic","$50,000 to $59,999",0.483636013
14183,Always,"$20,000-74,999",Yes,Yes,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Boomer,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",0.816106913
11434,Sometimes,$1-99,No,Yes,No,No,Never,Never,Never,No,"I am certain I could not come up with $2,000",Fair,Gen X,Less than high school,Hispanic,"$40,000 to $49,999",2.116583057
10836,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Gen X,Graduate/professional degree,"White, Non-Hispanic","$75,000 to $99,999",0.540856482
7788,Always,"$20,000-74,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Bachelors degree,"White, Non-Hispanic","$150,000 or more",1.711850047
8063,Rarely,Prefer not to say,Yes,No,No,No,Never,Sometimes,Never,No,"I am certain I could not come up with $2,000",Fair,Boomer,Less than high school,"White, Non-Hispanic","Less than $20,000",0.83140849
12835,Rarely,"$1,000-4,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Pre-Boomer,Graduate/professional degree,"White, Non-Hispanic","$60,000 to $74,999",0.623787218
14127,Sometimes,Prefer not to say,Yes,No,No,No,Never,Never,Never,No,"I am certain I could come up with the full $2,000",Good,Pre-Boomer,High school degree/GED,"White, Non-Hispanic","$60,000 to $74,999",0.581735432
13487,Often,"$1,000-4,999",No,No,No,No,Sometimes,Sometimes,Sometimes,Yes,"I could probably come up with $2,000",Very good,Boomer,Bachelors degree,Hispanic,"$30,000 to $39,999",1.186596788
10463,Always,"$75,000 or more",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",0.604983942
13060,Sometimes,Prefer not to say,No,No,No,No,Never,Never,Never,No,I dont know,Good,Gen X,Less than high school,Hispanic,"Less than $20,000",1.438356349
10251,Rarely,"$5,000-19,999",Yes,Yes,No,No,Sometimes,Never,Never,Yes,"I could probably not come up with $2,000",Excellent,Gen X,Graduate/professional degree,Hispanic,"$20,000 to $29,999",0.306888414
7344,Often,"$5,000-19,999",Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could come up with the full $2,000",Excellent,Millennial,Graduate/professional degree,"White, Non-Hispanic","$100,000 to $149,999",0.482695116
9070,Rarely,$100-999,Yes,Yes,No,No,Rarely,Never,Never,No,"I am certain I could not come up with $2,000",Very good,Boomer,Bachelors degree,"White, Non-Hispanic","$100,000 to $149,999",1.203114804
12577,Never,0,No,Yes,Yes,No,Rarely,Never,Never,No,"I am certain I could not come up with $2,000",Fair,Boomer,Some college/Associate,"Black, Non-Hispanic","Less than $20,000",0.978112039
